# xc7z030sbg485-1; native synth_xilinx -abc9; ps excluding launch FF clock-to-Q
# op width cases cell_ps routed_ps; held-out widths excluded
sel_d8 1 32 1625 4556
sel_d8 64 32 1729 6562
sel_d8 1024 32 1839 8192
sge 1 2 53 497
sge 8 2 320 1415
sge 32 2 529 1628
sge 64 2 687 1729
sge 128 2 1053 2038
sge 256 2 1634 2550
sge 1024 2 5537 6398
sgt 4 2 240 1143
sgt 8 2 320 1415
sgt 16 2 428 1394
sgt 32 2 529 1628
sgt 64 2 687 1729
sgt 128 2 1053 2038
sgt 256 2 1634 2550
sgt 1024 2 5537 6398
shll 4 2 208 1245
shll 8 2 286 1906
shll 16 2 387 2805
shll 32 2 629 3726
shll 64 2 726 4259
shll 128 2 583 4712
shll 256 2 689 6521
shll 1024 2 901 10220
shll_s16 8 2 426 2081
shll_s16 32 2 318 2972
shll_s16 128 2 526 4405
shll_s16 1024 2 530 6141
shll_s32 8 2 265 2287
shll_s32 32 2 420 3495
shll_s32 128 2 579 4530
shll_s32 1024 2 636 6867
shll_s4 8 2 259 1668
shll_s4 32 2 259 1992
shll_s4 128 2 106 2192
shll_s4 1024 2 53 4552
shll_s64 8 2 318 2601
shll_s64 32 2 421 3931
shll_s64 128 2 530 4989
shll_s64 1024 2 636 7686
shll_s8 8 2 159 1777
shll_s8 32 2 545 2909
shll_s8 128 2 318 3726
shll_s8 1024 2 371 5018
shra 4 2 208 1389
shra 8 2 159 1783
shra 16 2 497 3166
shra 32 2 502 3900
shra 64 2 597 4864
shra 128 2 688 5362
shra 256 2 636 6245
shra 1024 2 901 9774
shra_s16 8 2 379 2124
shra_s16 32 2 492 3321
shra_s16 128 2 424 4485
shra_s16 1024 2 530 6864
shra_s32 8 2 265 2451
shra_s32 32 2 371 3787
shra_s32 128 2 477 4424
shra_s32 1024 2 687 7472
shra_s4 8 2 264 1657
shra_s4 32 2 206 2674
shra_s4 128 2 210 2623
shra_s4 1024 2 53 4507
shra_s64 8 2 447 2867
shra_s64 32 2 529 4016
shra_s64 128 2 477 4465
shra_s64 1024 2 583 7672
shra_s8 8 2 264 1912
shra_s8 32 2 212 3100
shra_s8 128 2 371 3996
shra_s8 1024 2 529 4883
shrl 4 2 208 1339
shrl 8 2 159 1886
shrl 16 2 341 2659
shrl 32 2 493 4010
shrl 64 2 672 4198
shrl 128 2 530 4894
shrl 256 2 636 6318
shrl 1024 2 951 9395
shrl_s16 8 2 212 2102
shrl_s16 32 2 552 3207
shrl_s16 128 2 424 4371
shrl_s16 1024 2 530 6454
shrl_s32 8 2 492 2221
shrl_s32 32 2 592 3864
shrl_s32 128 2 607 4345
shrl_s32 1024 2 689 7104
shrl_s4 8 2 159 1412
shrl_s4 32 2 212 2291
shrl_s4 128 2 158 2711
shrl_s4 1024 2 53 4238
shrl_s64 8 2 512 2766
shrl_s64 32 2 424 4041
shrl_s64 128 2 477 4553
shrl_s64 1024 2 689 7524
shrl_s8 8 2 261 1771
shrl_s8 32 2 397 2810
shrl_s8 128 2 500 3880
shrl_s8 1024 2 371 4661
sle 1 2 53 497
sle 8 2 320 1415
sle 32 2 694 1669
sle 64 2 664 1627
sle 128 2 1020 2149
sle 256 2 1557 2544
sle 1024 2 5327 6294
slt 4 2 240 1143
slt 8 2 320 1415
slt 16 2 373 1361
slt 32 2 694 1669
slt 64 2 710 1720
slt 128 2 1020 2149
slt 256 2 1557 2544
slt 1024 2 5327 6294
